,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,DBH,X,Species.Common,Native_SLL,Native_ETF,Origin.Source,Comments
318,Public,Street,S,S77,GI,GIBI,GIBI,Ginkgo biloba,5,29,Maidenhair Tree,N,N,Mortens/TC/USDA,
320,Public,Street,S,S98,GI,GIBI,GIBI,Ginkgo biloba,5,29,Maidenhair Tree,N,N,Mortens/TC/USDA,
321,Public,Parc,P,P3,GI,GIBI,GIBI,Ginkgo biloba,5,29,Maidenhair Tree,N,N,Mortens/TC/USDA,
322,Public,Parc,P,P3,GI,GIBI,GIBI,Ginkgo biloba,5,29,Maidenhair Tree,N,N,Mortens/TC/USDA,
323,Public,Parc,P,P3,GI,GIBI,GIBI,Ginkgo biloba,5,29,Maidenhair Tree,N,N,Mortens/TC/USDA,
327,Public,Street,S,S89,GI,GIBI,GIBIAG,Ginkgo biloba 'Autumn Gold',5,30,NA,N,N,Mortens/TC/USDA,NA
328,Public,Street,S,S89,GI,GIBI,GIBIAG,Ginkgo biloba 'Autumn Gold',5,30,NA,N,N,Mortens/TC/USDA,NA
329,Public,Street,S,S89,GI,GIBI,GIBIAG,Ginkgo biloba 'Autumn Gold',5,30,NA,N,N,Mortens/TC/USDA,NA
330,Public,Street,S,S124,GI,GIBI,GIBIAG,Ginkgo biloba 'Autumn Gold',5,30,NA,N,N,Mortens/TC/USDA,NA
331,Public,Street,S,S127,GI,GIBI,GIBIAG,Ginkgo biloba 'Autumn Gold',5,30,NA,N,N,Mortens/TC/USDA,NA
332,Public,Street,S,S127,GI,GIBI,GIBIAG,Ginkgo biloba 'Autumn Gold',5,30,NA,N,N,Mortens/TC/USDA,NA
351,Public,Street,S,S46,GL,GLTR,GLTRNA,Gleditsia triacanthos 'Northern Acclaim',5,32,Northern Acclaim Honey-Locust,N,Y,Mortens/LM,
352,Public,Street,S,S107,GL,GLTR,GLTRNA,Gleditsia triacanthos 'Northern Acclaim',5,32,Northern Acclaim Honey-Locust,N,Y,Mortens/LM,
353,Public,Street,S,S107,GL,GLTR,GLTRNA,Gleditsia triacanthos 'Northern Acclaim',5,32,Northern Acclaim Honey-Locust,N,Y,Mortens/LM,
354,Public,Street,S,S107,GL,GLTR,GLTRNA,Gleditsia triacanthos 'Northern Acclaim',5,32,Northern Acclaim Honey-Locust,N,Y,Mortens/LM,
355,Public,Parc,P,P1,GL,GLTR,GLTRSH,Gleditsia triacanthos 'Shademaster',5,33,Shademaster Honey-Locust,N,Y,USDA/LM/Mortens,
356,Public,Street,S,S6,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
357,Public,Street,S,S11,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
358,Public,Street,S,S11,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
360,Public,Street,S,S26,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
361,Public,Street,S,S34,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
364,Public,Street,S,S37,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
365,Public,Street,S,S37,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
366,Public,Street,S,S41,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
367,Public,Street,S,S41,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
370,Public,Street,S,S46,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
371,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
372,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
373,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
374,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
375,Public,Street,S,S47,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
385,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
386,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
388,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
390,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
395,Public,Street,S,S60,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
396,Public,Street,S,S61,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
397,Public,Street,S,S81,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
400,Public,Street,S,S82,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
403,Public,Street,S,S87,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
409,Public,Street,S,S103,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
410,Public,Street,S,S103,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
413,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
414,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
416,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
418,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
419,Public,Street,S,S105,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
420,Public,Street,S,S106,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
421,Public,Street,S,S106,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
422,Public,Street,S,S106,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
423,Public,Street,S,S106,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
424,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
425,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
426,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
427,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
428,Public,Street,S,S107,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',5,34,Skyline Honey-Locust,N,Y,USDA/LM,
472,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
473,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
474,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
475,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
476,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
477,Public,Street,S,S2,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
478,Public,Street,S,S3,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
479,Public,Street,S,S5,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
480,Public,Street,S,S9,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
481,Public,Street,S,S11,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
482,Public,Street,S,S11,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
483,Public,Street,S,S11,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
484,Public,Street,S,S18,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
485,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
486,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
487,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
488,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
489,Public,Street,S,S25,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
490,Public,Street,S,S26,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
491,Public,Street,S,S28,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
492,Public,Street,S,S31,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
493,Public,Street,S,S32,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
494,Public,Street,S,S32,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
495,Public,Street,S,S32,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
496,Public,Street,S,S34,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
497,Public,Street,S,S36,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
498,Public,Street,S,S42,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
499,Public,Street,S,S42,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
500,Public,Street,S,S43,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
501,Public,Street,S,S43,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
502,Public,Street,S,S49,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
503,Public,Street,S,S52,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
504,Public,Street,S,S52,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
505,Public,Street,S,S52,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
506,Public,Street,S,S53,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
507,Public,Street,S,S53,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
508,Public,Street,S,S53,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
509,Public,Street,S,S53,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
510,Public,Street,S,S55,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
511,Public,Street,S,S56,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
512,Public,Street,S,S58,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
513,Public,Street,S,S58,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
514,Public,Street,S,S58,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
515,Public,Street,S,S58,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
516,Public,Street,S,S62,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
517,Public,Street,S,S62,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
518,Public,Street,S,S63,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
519,Public,Street,S,S63,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
520,Public,Street,S,S64,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
521,Public,Street,S,S64,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
522,Public,Street,S,S64,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
523,Public,Street,S,S65,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
524,Public,Street,S,S66,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
525,Public,Street,S,S66,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
528,Public,Street,S,S72,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
529,Public,Street,S,S76,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
530,Public,Street,S,S76,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
531,Public,Street,S,S76,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
532,Public,Street,S,S78,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
533,Public,Street,S,S78,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
534,Public,Street,S,S84,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
535,Public,Street,S,S93,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
536,Public,Street,S,S94,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
537,Public,Street,S,S94,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
538,Public,Street,S,S97,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
539,Public,Street,S,S101,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
540,Public,Street,S,S106,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
541,Public,Street,S,S106,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
542,Public,Street,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
543,Public,Street,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
544,Public,Street,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
545,Public,Street,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
546,Public,Street,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
547,Public,Street,P,P1,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
554,Public,Street,S,S120,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
556,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
565,Public,Street,S,S123,GY,GYDI,GYDI,Gymnocladus dioicus,5,36,Kentucky Coffee Tree,N,Y,USDA/LM,
566,Public,Street,S,S95,JU,JUNI,JUNI,Juglans nigra,5,37,Eastern Black Walnut,Y,Y,USDA/TC/LM/TIC,Very small native region in Saint-Lawrence Lowlands (KP)
598,Public,Street,S,S84,OS,OSVI,OSVI,Ostrya virginiana,5,41,American Hop-Hornbeam Ironwood,Y,Y,USDA/TC/LM,
599,Public,Parc,P,P1,OS,OSVI,OSVI,Ostrya virginiana,5,41,American Hop-Hornbeam Ironwood,Y,Y,USDA/TC/LM,
600,Public,Street,S,S123,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',5,42,Austrian Pine,N,N,USDA/TC/Mortens,
601,Public,Street,S,S123,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',5,42,Austrian Pine,N,N,USDA/TC/Mortens,
602,Public,Street,S,S123,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',5,42,Austrian Pine,N,N,USDA/TC/Mortens,
603,Public,Street,S,S123,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',5,42,Austrian Pine,N,N,USDA/TC/Mortens,
604,Public,Street,S,S123,PN,PNNI,PNNIAU,Pinus nigra 'Austriaca',5,42,Austrian Pine,N,N,USDA/TC/Mortens,
605,Public,Street,S,S117,PN,PNST,PNST,Pinus strobus,5,43,Eastern White Pine,Y,Y,USDA/TC/LM,
608,Public,Street,S,S53,PY,PYCA,PYCACH,Pyrus calleryana 'Glen's Form (Chantecleer),5,45,Pyrus calleryana Chantecleer,N,N,USDA/Mortens,
609,Public,Street,S,S21,QU,QUBI,QUBI,Quercus bicolor,5,46,Swamp White Oak,Y,Y,USDA/TC/LM/NRC,
610,Public,Street,S,S21,QU,QUBI,QUBI,Quercus bicolor,5,46,Swamp White Oak,Y,Y,USDA/TC/LM/NRC,
611,Public,Street,S,S21,QU,QUBI,QUBI,Quercus bicolor,5,46,Swamp White Oak,Y,Y,USDA/TC/LM/NRC,
612,Public,Street,S,S21,QU,QUBI,QUBI,Quercus bicolor,5,46,Swamp White Oak,Y,Y,USDA/TC/LM/NRC,
613,Public,Street,S,S21,QU,QUBI,QUBI,Quercus bicolor,5,46,Swamp White Oak,Y,Y,USDA/TC/LM/NRC,
614,Public,Street,S,S127,QU,QUBI,QUBI,Quercus bicolor,5,46,Swamp White Oak,Y,Y,USDA/TC/LM/NRC,
615,Public,Street,S,S4,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
616,Public,Street,S,S6,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
617,Public,Street,S,S6,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
618,Public,Street,S,S6,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
619,Public,Street,S,S10,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
620,Public,Street,S,S10,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
621,Public,Street,S,S20,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
622,Public,Street,S,S20,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
623,Public,Street,S,S20,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
624,Public,Street,S,S48,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
625,Public,Street,S,S38,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
626,Public,Street,S,S38,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
627,Public,Street,S,S41,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
628,Public,Street,S,S42,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
629,Public,Street,S,S56,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
630,Public,Street,S,S58,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
631,Public,Street,S,S66,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
632,Public,Street,S,S76,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
633,Public,Street,S,S79,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
634,Public,Street,S,S80,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
635,Public,Street,S,S80,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
636,Public,Street,S,S80,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
637,Public,Street,S,S88,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
638,Public,Street,S,S88,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
639,Public,Street,S,S88,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
640,Public,Street,S,S90,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
641,Public,Street,S,S102,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
642,Public,Street,S,S120,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
643,Public,Street,S,S124,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
644,Public,Street,S,S124,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
645,Public,Street,S,S126,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
646,Public,Street,S,S126,QU,QUMA,QUMA,Quercus macrocarpa,5,47,Bur Oak,Y,Y,USDA/TC/LM/NRC,
647,Public,Street,S,S26,QU,QURO,QURO,Quercus robur,5,48,English Oak,N,N,USDA/TC/Mortens,
650,Public,Parc,P,P2,QU,QURU,QURU,Quercus rubra,5,50,Red Oak,Y,Y,TC/LM,
651,Public,Parc,P,P2,QU,QURU,QURU,Quercus rubra,5,50,Red Oak,Y,Y,TC/LM,
652,Public,Street,S,S125,QU,QURU,QURU,Quercus rubra,5,50,Red Oak,Y,Y,TC/LM,
653,Public,Street,S,S6,RO,ROPS,ROPS,Robinia pseudoacacia,5,51,Black Locust,N,Y,TC/lLM/Mortens,
655,Public,Street,S,S7,SY,SYRE,SYRE,Syringa reticulata,5,52,Japanese Tree Lilac,N,N,USDA/Mortens,
656,Public,Street,S,S7,SY,SYRE,SYRE,Syringa reticulata,5,52,Japanese Tree Lilac,N,N,USDA/Mortens,
657,Public,Street,S,S7,SY,SYRE,SYRE,Syringa reticulata,5,52,Japanese Tree Lilac,N,N,USDA/Mortens,
658,Public,Street,S,S7,SY,SYRE,SYRE,Syringa reticulata,5,52,Japanese Tree Lilac,N,N,USDA/Mortens,
659,Public,Street,S,S7,SY,SYRE,SYRE,Syringa reticulata,5,52,Japanese Tree Lilac,N,N,USDA/Mortens,
660,Public,Street,S,S67,SY,SYRE,SYRE,Syringa reticulata,5,52,Japanese Tree Lilac,N,N,USDA/Mortens,
661,Public,Street,S,S67,SY,SYRE,SYRE,Syringa reticulata,5,52,Japanese Tree Lilac,N,N,USDA/Mortens,
662,Public,Street,S,S67,SY,SYRE,SYRE,Syringa reticulata,5,52,Japanese Tree Lilac,N,N,USDA/Mortens,
684,Public,Street,S,S14,TI,TICO,TICO,Tilia cordata,5,55,Littleleaf European Linden,N,N,USDA,
691,Public,Street,S,S26,TI,TICO,TICO,Tilia cordata,5,55,Littleleaf European Linden,N,N,USDA,
715,Public,Street,S,S2,TI,TICO,TICOGR,Tilia cordata 'Greenspire',5,57,Greenspire Littleleaf Linden,N,N,Mortens,
716,Public,Street,S,S3,TI,TICO,TICOGR,Tilia cordata 'Greenspire',5,57,Greenspire Littleleaf Linden,N,N,Mortens,
